Match ID,Innings,Over,runs_in_over,wickets_in_over,balls_in_over,target_score,cum_runs_before_over,cum_wickets_before_over,cum_balls_before_over,overs_completed_before,balls_remaining_before_over,run_rate_so_far,runs_remaining,overs_remaining,req_run_rate,runs_last_over,runs_last_3_overs,wickets_last_3_overs,danger_over
548329,2,9,15,0,6,188,87,1,48,8,72,10.875,101,11,9.181818181818182,13.0,43.0,0.0,1
548329,2,10,10,0,6,188,102,1,54,9,66,11.333333333333334,86,10,8.6,15.0,38.0,0.0,0
548329,2,11,12,0,6,188,112,1,60,10,60,11.2,76,9,8.444444444444445,10.0,38.0,0.0,1
548329,2,12,5,0,6,188,124,1,66,11,54,11.272727272727273,64,8,8.0,12.0,37.0,0.0,0
548329,2,13,9,0,6,188,129,1,72,12,48,10.75,59,7,8.428571428571429,5.0,27.0,0.0,0
548329,2,14,16,0,6,188,138,1,78,13,42,10.615384615384615,50,6,8.333333333333334,9.0,26.0,0.0,1
548329,2,15,13,0,6,188,154,1,84,14,36,11.0,34,5,6.8,16.0,30.0,0.0,1
548329,2,16,16,0,6,188,167,1,90,15,30,11.133333333333333,21,4,5.25,13.0,38.0,0.0,1
548329,2,17,10,0,4,188,183,1,96,16,24,11.4375,5,3,1.6666666666666667,16.0,45.0,0.0,0
548333,1,1,0,0,6,193,0,0,0,0,120,0.0,193,19,10.157894736842104,0.0,0.0,0.0,0
548333,1,2,3,0,6,193,0,0,6,1,114,0.0,193,18,10.722222222222221,0.0,0.0,0.0,0
548333,1,3,11,0,6,193,3,0,12,2,108,1.5,190,17,11.176470588235293,3.0,3.0,0.0,0
548333,1,4,13,1,6,193,14,0,18,3,102,4.666666666666667,179,16,11.1875,11.0,14.0,0.0,1
548333,1,5,7,0,6,193,27,1,24,4,96,6.75,166,15,11.066666666666666,13.0,27.0,1.0,0
548333,1,6,18,0,6,193,34,1,30,5,90,6.8,159,14,11.357142857142858,7.0,31.0,1.0,1
548333,1,7,4,0,6,193,52,1,36,6,84,8.666666666666666,141,13,10.846153846153847,18.0,38.0,1.0,0
548333,1,8,9,0,6,193,56,1,42,7,78,8.0,137,12,11.416666666666666,4.0,29.0,0.0,0
548333,1,9,17,0,6,193,65,1,48,8,72,8.125,128,11,11.636363636363637,9.0,31.0,0.0,1
548333,1,10,6,0,6,193,82,1,54,9,66,9.11111111111111,111,10,11.1,17.0,30.0,0.0,0
548333,1,11,3,0,6,193,88,1,60,10,60,8.8,105,9,11.666666666666666,6.0,32.0,0.0,0
548333,1,12,13,0,6,193,91,1,66,11,54,8.272727272727273,102,8,12.75,3.0,26.0,0.0,1
548333,1,13,10,0,6,193,104,1,72,12,48,8.666666666666666,89,7,12.714285714285714,13.0,22.0,0.0,0
548333,1,14,4,0,6,193,114,1,78,13,42,8.76923076923077,79,6,13.166666666666666,10.0,26.0,0.0,0
548333,1,15,7,1,6,193,118,1,84,14,36,8.428571428571429,75,5,15.0,4.0,27.0,0.0,1
548333,1,16,11,0,6,193,125,2,90,15,30,8.333333333333334,68,4,17.0,7.0,21.0,1.0,0
548333,1,17,12,0,6,193,136,2,96,16,24,8.5,57,3,19.0,11.0,22.0,1.0,1
548333,1,18,23,0,6,193,148,2,102,17,18,8.705882352941176,45,2,22.5,12.0,30.0,1.0,1
548333,1,19,9,0,6,193,171,2,108,18,12,9.5,22,1,22.0,23.0,46.0,0.0,0
548333,1,20,12,1,6,193,180,2,114,19,6,9.473684210526315,13,0,0.0,9.0,44.0,0.0,1
548333,2,1,5,0,6,193,0,0,0,0,120,0.0,193,19,10.157894736842104,0.0,0.0,0.0,0
548333,2,2,7,0,6,193,5,0,6,1,114,5.0,188,18,10.444444444444445,5.0,5.0,0.0,0
548333,2,3,2,1,6,193,12,0,12,2,108,6.0,181,17,10.647058823529411,7.0,12.0,0.0,1
548333,2,4,2,0,6,193,14,1,18,3,102,4.666666666666667,179,16,11.1875,2.0,14.0,1.0,0
548333,2,5,13,0,6,193,16,1,24,4,96,4.0,177,15,11.8,2.0,11.0,1.0,1
548333,2,6,20,0,6,193,29,1,30,5,90,5.8,164,14,11.714285714285714,13.0,17.0,1.0,1
548333,2,7,7,0,6,193,49,1,36,6,84,8.166666666666666,144,13,11.076923076923077,20.0,35.0,0.0,0
548333,2,8,18,0,6,193,56,1,42,7,78,8.0,137,12,11.416666666666666,7.0,40.0,0.0,1
548333,2,9,13,0,6,193,74,1,48,8,72,9.25,119,11,10.818181818181818,18.0,45.0,0.0,1
548333,2,10,5,1,6,193,87,1,54,9,66,9.666666666666666,106,10,10.6,13.0,38.0,0.0,1
548333,2,11,12,0,6,193,92,2,60,10,60,9.2,101,9,11.222222222222221,5.0,36.0,1.0,1
548333,2,12,10,1,6,193,104,2,66,11,54,9.454545454545455,89,8,11.125,12.0,30.0,1.0,1
548333,2,13,6,1,6,193,114,3,72,12,48,9.5,79,7,11.285714285714286,10.0,27.0,2.0,1
548333,2,14,5,1,6,193,120,4,78,13,42,9.23076923076923,73,6,12.166666666666666,6.0,28.0,2.0,1
548333,2,15,6,0,6,193,125,5,84,14,36,8.928571428571429,68,5,13.6,5.0,21.0,3.0,0
548333,2,16,8,0,6,193,131,5,90,15,30,8.733333333333333,62,4,15.5,6.0,17.0,2.0,0
548333,2,17,3,0,6,193,139,5,96,16,24,8.6875,54,3,18.0,8.0,19.0,1.0,0
548333,2,18,10,1,6,193,142,5,102,17,18,8.352941176470589,51,2,25.5,3.0,17.0,0.0,1
548333,2,19,15,0,6,193,152,6,108,18,12,8.444444444444445,41,1,41.0,10.0,21.0,1.0,1
548333,2,20,5,1,6,193,167,6,114,19,6,8.789473684210526,26,0,0.0,15.0,28.0,1.0,1
548344,1,1,11,0,6,191,0,0,0,0,120,0.0,191,19,10.052631578947368,0.0,0.0,0.0,0
548344,1,2,2,0,6,191,11,0,6,1,114,11.0,180,18,10.0,11.0,11.0,0.0,0
548344,1,3,10,0,6,191,13,0,12,2,108,6.5,178,17,10.470588235294118,2.0,13.0,0.0,0
548344,1,4,10,0,6,191,23,0,18,3,102,7.666666666666667,168,16,10.5,10.0,23.0,0.0,0
548344,1,5,7,0,6,191,33,0,24,4,96,8.25,158,15,10.533333333333333,10.0,22.0,0.0,0
548344,1,6,6,0,6,191,40,0,30,5,90,8.0,151,14,10.785714285714286,7.0,27.0,0.0,0
548344,1,7,9,0,6,191,46,0,36,6,84,7.666666666666667,145,13,11.153846153846153,6.0,23.0,0.0,0
548344,1,8,10,0,6,191,55,0,42,7,78,7.857142857142857,136,12,11.333333333333334,9.0,22.0,0.0,0
548344,1,9,8,0,6,191,65,0,48,8,72,8.125,126,11,11.454545454545455,10.0,25.0,0.0,0
548344,1,10,14,0,6,191,73,0,54,9,66,8.11111111111111,118,10,11.8,8.0,27.0,0.0,1
548344,1,11,9,1,6,191,87,0,60,10,60,8.7,104,9,11.555555555555555,14.0,32.0,0.0,1
548344,1,12,11,0,6,191,96,1,66,11,54,8.727272727272727,95,8,11.875,9.0,31.0,1.0,0
548344,1,13,9,0,6,191,107,1,72,12,48,8.916666666666666,84,7,12.0,11.0,34.0,1.0,0
548344,1,14,5,0,6,191,116,1,78,13,42,8.923076923076923,75,6,12.5,9.0,29.0,1.0,0
548344,1,15,13,0,6,191,121,1,84,14,36,8.642857142857142,70,5,14.0,5.0,25.0,0.0,1
548344,1,16,10,0,6,191,134,1,90,15,30,8.933333333333334,57,4,14.25,13.0,27.0,0.0,0
548344,1,17,16,0,6,191,144,1,96,16,24,9.0,47,3,15.666666666666666,10.0,28.0,0.0,1
548344,1,18,7,0,6,191,160,1,102,17,18,9.411764705882353,31,2,15.5,16.0,39.0,0.0,0
548344,1,19,14,1,6,191,167,1,108,18,12,9.277777777777779,24,1,24.0,7.0,33.0,0.0,1
548344,1,20,9,2,6,191,181,2,114,19,6,9.526315789473685,10,0,0.0,14.0,37.0,1.0,1
548344,2,1,2,1,6,191,0,0,0,0,120,0.0,191,19,10.052631578947368,0.0,0.0,0.0,1
548344,2,2,7,0,6,191,2,1,6,1,114,2.0,189,18,10.5,2.0,2.0,1.0,0
548344,2,3,13,0,6,191,9,1,12,2,108,4.5,182,17,10.705882352941176,7.0,9.0,1.0,1
548344,2,4,9,0,6,191,22,1,18,3,102,7.333333333333333,169,16,10.5625,13.0,22.0,1.0,0
548344,2,5,1,0,6,191,31,1,24,4,96,7.75,160,15,10.666666666666666,9.0,29.0,0.0,0
548344,2,6,3,2,6,191,32,1,30,5,90,6.4,159,14,11.357142857142858,1.0,23.0,0.0,1
548344,2,7,3,0,6,191,35,3,36,6,84,5.833333333333333,156,13,12.0,3.0,13.0,2.0,0
548344,2,8,8,0,6,191,38,3,42,7,78,5.428571428571429,153,12,12.75,3.0,7.0,2.0,0
548344,2,9,1,0,6,191,46,3,48,8,72,5.75,145,11,13.181818181818182,8.0,14.0,2.0,0
548344,2,10,9,0,6,191,47,3,54,9,66,5.222222222222222,144,10,14.4,1.0,12.0,0.0,0
548344,2,11,3,0,6,191,56,3,60,10,60,5.6,135,9,15.0,9.0,18.0,0.0,0
548344,2,12,4,0,6,191,59,3,66,11,54,5.363636363636363,132,8,16.5,3.0,13.0,0.0,0
548344,2,13,15,1,6,191,63,3,72,12,48,5.25,128,7,18.285714285714285,4.0,16.0,0.0,1
548344,2,14,7,0,6,191,78,4,78,13,42,6.0,113,6,18.833333333333332,15.0,22.0,1.0,0
548344,2,15,2,0,6,191,85,4,84,14,36,6.071428571428571,106,5,21.2,7.0,26.0,1.0,0
548344,2,16,11,0,6,191,87,4,90,15,30,5.8,104,4,26.0,2.0,24.0,1.0,0
548344,2,17,13,0,6,191,98,4,96,16,24,6.125,93,3,31.0,11.0,20.0,0.0,1
548344,2,18,4,1,6,191,111,4,102,17,18,6.529411764705882,80,2,40.0,13.0,26.0,0.0,1
548344,2,19,23,0,6,191,115,5,108,18,12,6.388888888888889,76,1,76.0,4.0,28.0,1.0,1
548344,2,20,5,1,6,191,138,5,114,19,6,7.2631578947368425,53,0,0.0,23.0,40.0,1.0,1
548348,1,1,4,1,6,187,0,0,0,0,120,0.0,187,19,9.842105263157896,0.0,0.0,0.0,1
548348,1,2,0,0,6,187,4,1,6,1,114,4.0,183,18,10.166666666666666,4.0,4.0,1.0,0
548348,1,3,10,0,6,187,4,1,12,2,108,2.0,183,17,10.764705882352942,0.0,4.0,1.0,0
548348,1,4,7,0,6,187,14,1,18,3,102,4.666666666666667,173,16,10.8125,10.0,14.0,1.0,0
548348,1,5,5,1,6,187,21,1,24,4,96,5.25,166,15,11.066666666666666,7.0,17.0,0.0,1
548348,1,6,7,0,6,187,26,2,30,5,90,5.2,161,14,11.5,5.0,22.0,1.0,0
548348,1,7,3,0,6,187,33,2,36,6,84,5.5,154,13,11.846153846153847,7.0,19.0,1.0,0
548348,1,8,6,0,6,187,36,2,42,7,78,5.142857142857143,151,12,12.583333333333334,3.0,15.0,1.0,0
548348,1,9,6,0,6,187,42,2,48,8,72,5.25,145,11,13.181818181818182,6.0,16.0,0.0,0
548348,1,10,10,0,6,187,48,2,54,9,66,5.333333333333333,139,10,13.9,6.0,15.0,0.0,0
548348,1,11,5,0,6,187,58,2,60,10,60,5.8,129,9,14.333333333333334,10.0,22.0,0.0,0
548348,1,12,12,0,6,187,63,2,66,11,54,5.7272727272727275,124,8,15.5,5.0,21.0,0.0,1
548348,1,13,10,0,6,187,75,2,72,12,48,6.25,112,7,16.0,12.0,27.0,0.0,0
548348,1,14,6,0,6,187,85,2,78,13,42,6.538461538461538,102,6,17.0,10.0,27.0,0.0,0
548348,1,15,19,0,6,187,91,2,84,14,36,6.5,96,5,19.2,6.0,28.0,0.0,1
548348,1,16,12,0,6,187,110,2,90,15,30,7.333333333333333,77,4,19.25,19.0,35.0,0.0,1
548348,1,17,8,0,6,187,122,2,96,16,24,7.625,65,3,21.666666666666668,12.0,37.0,0.0,0
548348,1,18,25,0,6,187,130,2,102,17,18,7.647058823529412,57,2,28.5,8.0,39.0,0.0,1
548348,1,19,25,1,6,187,155,2,108,18,12,8.61111111111111,32,1,32.0,25.0,45.0,0.0,1
548348,1,20,6,1,6,187,180,3,114,19,6,9.473684210526315,7,0,0.0,25.0,58.0,1.0,1
548348,2,1,3,1,6,187,0,0,0,0,120,0.0,187,19,9.842105263157896,0.0,0.0,0.0,1
548348,2,2,8,0,6,187,3,1,6,1,114,3.0,184,18,10.222222222222221,3.0,3.0,1.0,0
548348,2,3,10,0,6,187,11,1,12,2,108,5.5,176,17,10.352941176470589,8.0,11.0,1.0,0
548348,2,4,8,0,6,187,21,1,18,3,102,7.0,166,16,10.375,10.0,21.0,1.0,0
548348,2,5,2,0,6,187,29,1,24,4,96,7.25,158,15,10.533333333333333,8.0,26.0,0.0,0
548348,2,6,17,0,6,187,31,1,30,5,90,6.2,156,14,11.142857142857142,2.0,20.0,0.0,1
548348,2,7,6,0,6,187,48,1,36,6,84,8.0,139,13,10.692307692307692,17.0,27.0,0.0,0
548348,2,8,4,0,6,187,54,1,42,7,78,7.714285714285714,133,12,11.083333333333334,6.0,25.0,0.0,0
548348,2,9,11,0,6,187,58,1,48,8,72,7.25,129,11,11.727272727272727,4.0,27.0,0.0,0
548348,2,10,6,0,6,187,69,1,54,9,66,7.666666666666667,118,10,11.8,11.0,21.0,0.0,0
548348,2,11,5,0,6,187,75,1,60,10,60,7.5,112,9,12.444444444444445,6.0,21.0,0.0,0
548348,2,12,11,1,6,187,80,1,66,11,54,7.2727272727272725,107,8,13.375,5.0,22.0,0.0,1
548348,2,13,9,1,6,187,91,2,72,12,48,7.583333333333333,96,7,13.714285714285714,11.0,22.0,1.0,1
548348,2,14,10,0,6,187,100,3,78,13,42,7.6923076923076925,87,6,14.5,9.0,25.0,2.0,0
548348,2,15,6,0,6,187,110,3,84,14,36,7.857142857142857,77,5,15.4,10.0,30.0,2.0,0
548348,2,16,9,0,6,187,116,3,90,15,30,7.733333333333333,71,4,17.75,6.0,25.0,1.0,0
548348,2,17,10,0,6,187,125,3,96,16,24,7.8125,62,3,20.666666666666668,9.0,25.0,0.0,0
548348,2,18,12,0,6,187,135,3,102,17,18,7.9411764705882355,52,2,26.0,10.0,25.0,0.0,1
548348,2,19,17,1,6,187,147,3,108,18,12,8.166666666666666,40,1,40.0,12.0,31.0,0.0,1
548348,2,20,9,1,6,187,164,4,114,19,6,8.631578947368421,23,0,0.0,17.0,39.0,1.0,1
548352,1,1,6,0,6,161,0,0,0,0,120,0.0,161,19,8.473684210526315,0.0,0.0,0.0,0
548352,1,2,5,0,6,161,6,0,6,1,114,6.0,155,18,8.61111111111111,6.0,6.0,0.0,0
548352,1,3,6,1,6,161,11,0,12,2,108,5.5,150,17,8.823529411764707,5.0,11.0,0.0,1
548352,1,4,9,0,6,161,17,1,18,3,102,5.666666666666667,144,16,9.0,6.0,17.0,1.0,0
548352,1,5,21,0,6,161,26,1,24,4,96,6.5,135,15,9.0,9.0,20.0,1.0,1
548352,1,6,9,0,6,161,47,1,30,5,90,9.4,114,14,8.142857142857142,21.0,36.0,1.0,0
548352,1,7,2,0,6,161,56,1,36,6,84,9.333333333333334,105,13,8.076923076923077,9.0,39.0,0.0,0
548352,1,8,11,0,6,161,58,1,42,7,78,8.285714285714286,103,12,8.583333333333334,2.0,32.0,0.0,0
548352,1,9,6,0,6,161,69,1,48,8,72,8.625,92,11,8.363636363636363,11.0,22.0,0.0,0
548352,1,10,7,1,6,161,75,1,54,9,66,8.333333333333334,86,10,8.6,6.0,19.0,0.0,1
548352,1,11,9,0,6,161,82,2,60,10,60,8.2,79,9,8.777777777777779,7.0,24.0,1.0,0
548352,1,12,10,0,6,161,91,2,66,11,54,8.272727272727273,70,8,8.75,9.0,22.0,1.0,0
548352,1,13,8,0,6,161,101,2,72,12,48,8.416666666666666,60,7,8.571428571428571,10.0,26.0,1.0,0
548352,1,14,9,1,6,161,109,2,78,13,42,8.384615384615385,52,6,8.666666666666666,8.0,27.0,0.0,1
548352,1,15,6,1,6,161,118,3,84,14,36,8.428571428571429,43,5,8.6,9.0,27.0,1.0,1
548352,1,16,5,0,6,161,124,4,90,15,30,8.266666666666667,37,4,9.25,6.0,23.0,2.0,0
548352,1,17,4,0,6,161,129,4,96,16,24,8.0625,32,3,10.666666666666666,5.0,20.0,2.0,0
548352,1,18,6,0,6,161,133,4,102,17,18,7.823529411764706,28,2,14.0,4.0,15.0,1.0,0
548352,1,19,8,1,6,161,139,4,108,18,12,7.722222222222222,22,1,22.0,6.0,15.0,0.0,1
548352,1,20,13,1,6,161,147,5,114,19,6,7.7368421052631575,14,0,0.0,8.0,18.0,1.0,1
548352,2,1,4,0,6,161,0,0,0,0,120,0.0,161,19,8.473684210526315,0.0,0.0,0.0,0
548352,2,2,5,1,6,161,4,0,6,1,114,4.0,157,18,8.722222222222221,4.0,4.0,0.0,1
548352,2,3,8,0,6,161,9,1,12,2,108,4.5,152,17,8.941176470588236,5.0,9.0,1.0,0
548352,2,4,8,0,6,161,17,1,18,3,102,5.666666666666667,144,16,9.0,8.0,17.0,1.0,0
548352,2,5,15,0,6,161,25,1,24,4,96,6.25,136,15,9.066666666666666,8.0,21.0,1.0,1
548352,2,6,7,0,6,161,40,1,30,5,90,8.0,121,14,8.642857142857142,15.0,31.0,0.0,0
548352,2,7,6,0,6,161,47,1,36,6,84,7.833333333333333,114,13,8.76923076923077,7.0,30.0,0.0,0
548352,2,8,5,0,6,161,53,1,42,7,78,7.571428571428571,108,12,9.0,6.0,28.0,0.0,0
548352,2,9,11,0,6,161,58,1,48,8,72,7.25,103,11,9.363636363636363,5.0,18.0,0.0,0
548352,2,10,7,0,6,161,69,1,54,9,66,7.666666666666667,92,10,9.2,11.0,22.0,0.0,0
548352,2,11,3,1,6,161,76,1,60,10,60,7.6,85,9,9.444444444444445,7.0,23.0,0.0,1
548352,2,12,6,1,6,161,79,2,66,11,54,7.181818181818182,82,8,10.25,3.0,21.0,1.0,1
548352,2,13,3,0,6,161,85,3,72,12,48,7.083333333333333,76,7,10.857142857142858,6.0,16.0,2.0,0
548352,2,14,4,0,6,161,88,3,78,13,42,6.769230769230769,73,6,12.166666666666666,3.0,12.0,2.0,0
548352,2,15,10,0,6,161,92,3,84,14,36,6.571428571428571,69,5,13.8,4.0,13.0,1.0,0
548352,2,16,4,0,6,161,102,3,90,15,30,6.8,59,4,14.75,10.0,17.0,0.0,0
548352,2,17,8,0,6,161,106,3,96,16,24,6.625,55,3,18.333333333333332,4.0,18.0,0.0,0
548352,2,18,18,0,6,161,114,3,102,17,18,6.705882352941177,47,2,23.5,8.0,22.0,0.0,1
548352,2,19,9,1,6,161,132,3,108,18,12,7.333333333333333,29,1,29.0,18.0,30.0,0.0,1
548352,2,20,9,1,6,161,141,4,114,19,6,7.421052631578948,20,0,0.0,9.0,35.0,1.0,1
548353,1,1,7,0,6,151,0,0,0,0,120,0.0,151,19,7.947368421052632,0.0,0.0,0.0,0
548353,1,2,9,0,6,151,7,0,6,1,114,7.0,144,18,8.0,7.0,7.0,0.0,0
548353,1,3,6,0,6,151,16,0,12,2,108,8.0,135,17,7.9411764705882355,9.0,16.0,0.0,0
548353,1,4,10,0,6,151,22,0,18,3,102,7.333333333333333,129,16,8.0625,6.0,22.0,0.0,0
548353,1,5,17,0,6,151,32,0,24,4,96,8.0,119,15,7.933333333333334,10.0,25.0,0.0,1
548353,1,6,19,0,6,151,49,0,30,5,90,9.8,102,14,7.285714285714286,17.0,33.0,0.0,1
548353,1,7,7,0,6,151,68,0,36,6,84,11.333333333333334,83,13,6.384615384615385,19.0,46.0,0.0,0
548353,1,8,7,0,6,151,75,0,42,7,78,10.714285714285714,76,12,6.333333333333333,7.0,43.0,0.0,0
548353,1,9,7,0,6,151,82,0,48,8,72,10.25,69,11,6.2727272727272725,7.0,33.0,0.0,0
548353,1,10,9,0,6,151,89,0,54,9,66,9.88888888888889,62,10,6.2,7.0,21.0,0.0,0
548353,1,11,8,0,6,151,98,0,60,10,60,9.8,53,9,5.888888888888889,9.0,23.0,0.0,0
548353,1,12,5,0,6,151,106,0,66,11,54,9.636363636363637,45,8,5.625,8.0,24.0,0.0,0
548353,1,13,3,1,6,151,111,0,72,12,48,9.25,40,7,5.714285714285714,5.0,22.0,0.0,1
548353,1,14,1,1,6,151,114,1,78,13,42,8.76923076923077,37,6,6.166666666666667,3.0,16.0,1.0,1
548353,1,15,6,0,6,151,115,2,84,14,36,8.214285714285714,36,5,7.2,1.0,9.0,2.0,0
548353,1,16,4,1,6,151,121,2,90,15,30,8.066666666666666,30,4,7.5,6.0,10.0,2.0,1
548353,1,17,2,0,6,151,125,3,96,16,24,7.8125,26,3,8.666666666666666,4.0,11.0,2.0,0
548353,1,18,7,0,6,151,127,3,102,17,18,7.470588235294118,24,2,12.0,2.0,12.0,1.0,0
548353,1,19,7,2,6,151,134,3,108,18,12,7.444444444444445,17,1,17.0,7.0,13.0,1.0,1
548353,1,20,9,0,6,151,141,5,114,19,6,7.421052631578948,10,0,0.0,7.0,16.0,2.0,0
548353,2,1,10,0,6,151,0,0,0,0,120,0.0,151,19,7.947368421052632,0.0,0.0,0.0,0
548353,2,2,8,1,6,151,10,0,6,1,114,10.0,141,18,7.833333333333333,10.0,10.0,0.0,1
548353,2,3,2,0,3,151,18,1,12,2,108,9.0,133,17,7.823529411764706,8.0,18.0,1.0,0
548364,1,1,5,1,6,115,0,0,0,0,120,0.0,115,19,6.052631578947368,0.0,0.0,0.0,1
548364,1,2,7,0,6,115,5,1,6,1,114,5.0,110,18,6.111111111111111,5.0,5.0,1.0,0
548364,1,3,6,1,6,115,12,1,12,2,108,6.0,103,17,6.0588235294117645,7.0,12.0,1.0,1
548364,1,4,3,0,6,115,18,2,18,3,102,6.0,97,16,6.0625,6.0,18.0,2.0,0
548364,1,5,3,1,6,115,21,2,24,4,96,5.25,94,15,6.266666666666667,3.0,16.0,1.0,1
548364,1,6,3,1,6,115,24,3,30,5,90,4.8,91,14,6.5,3.0,12.0,2.0,1
548364,1,7,5,0,6,115,27,4,36,6,84,4.5,88,13,6.769230769230769,3.0,9.0,2.0,0
548364,1,8,5,0,6,115,32,4,42,7,78,4.571428571428571,83,12,6.916666666666667,5.0,11.0,2.0,0
548364,1,9,11,0,6,115,37,4,48,8,72,4.625,78,11,7.090909090909091,5.0,13.0,1.0,0
548364,1,10,4,0,6,115,48,4,54,9,66,5.333333333333333,67,10,6.7,11.0,21.0,0.0,0
548364,1,11,4,0,6,115,52,4,60,10,60,5.2,63,9,7.0,4.0,20.0,0.0,0
548364,1,12,4,0,6,115,56,4,66,11,54,5.090909090909091,59,8,7.375,4.0,19.0,0.0,0
548364,1,13,11,0,6,115,60,4,72,12,48,5.0,55,7,7.857142857142857,4.0,12.0,0.0,0
548364,1,14,3,1,6,115,71,4,78,13,42,5.461538461538462,44,6,7.333333333333333,11.0,19.0,0.0,1
548364,1,15,4,0,6,115,74,5,84,14,36,5.285714285714286,41,5,8.2,3.0,18.0,1.0,0
548364,1,16,6,0,6,115,78,5,90,15,30,5.2,37,4,9.25,4.0,18.0,1.0,0
548364,1,17,4,0,6,115,84,5,96,16,24,5.25,31,3,10.333333333333334,6.0,13.0,1.0,0
548364,1,18,6,0,6,115,88,5,102,17,18,5.176470588235294,27,2,13.5,4.0,14.0,0.0,0
548364,1,19,13,0,6,115,94,5,108,18,12,5.222222222222222,21,1,21.0,6.0,16.0,0.0,1
548364,1,20,7,0,6,115,107,5,114,19,6,5.631578947368421,8,0,0.0,13.0,23.0,0.0,0
548364,2,1,2,0,6,115,0,0,0,0,120,0.0,115,19,6.052631578947368,0.0,0.0,0.0,0
548364,2,2,8,0,6,115,2,0,6,1,114,2.0,113,18,6.277777777777778,2.0,2.0,0.0,0
548364,2,3,5,0,6,115,10,0,12,2,108,5.0,105,17,6.176470588235294,8.0,10.0,0.0,0
548364,2,4,10,0,6,115,15,0,18,3,102,5.0,100,16,6.25,5.0,15.0,0.0,0
548364,2,5,13,0,6,115,25,0,24,4,96,6.25,90,15,6.0,10.0,23.0,0.0,1
548364,2,6,7,0,6,115,38,0,30,5,90,7.6,77,14,5.5,13.0,28.0,0.0,0
548364,2,7,10,0,6,115,45,0,36,6,84,7.5,70,13,5.384615384615385,7.0,30.0,0.0,0
548364,2,8,8,0,6,115,55,0,42,7,78,7.857142857142857,60,12,5.0,10.0,30.0,0.0,0
548364,2,9,7,0,6,115,63,0,48,8,72,7.875,52,11,4.7272727272727275,8.0,25.0,0.0,0
548364,2,10,5,0,6,115,70,0,54,9,66,7.777777777777778,45,10,4.5,7.0,25.0,0.0,0
548364,2,11,8,1,6,115,75,0,60,10,60,7.5,40,9,4.444444444444445,5.0,20.0,0.0,1
548364,2,12,4,0,6,115,83,1,66,11,54,7.545454545454546,32,8,4.0,8.0,20.0,1.0,0
548364,2,13,6,0,6,115,87,1,72,12,48,7.25,28,7,4.0,4.0,17.0,1.0,0
548364,2,14,8,0,6,115,93,1,78,13,42,7.153846153846154,22,6,3.6666666666666665,6.0,18.0,1.0,0
548364,2,15,11,0,6,115,101,1,84,14,36,7.214285714285714,14,5,2.8,8.0,18.0,0.0,0
548364,2,16,3,0,2,115,112,1,90,15,30,7.466666666666667,3,4,0.75,11.0,25.0,0.0,0
548368,1,1,6,0,6,159,0,0,0,0,120,0.0,159,19,8.368421052631579,0.0,0.0,0.0,0
548368,1,2,7,0,6,159,6,0,6,1,114,6.0,153,18,8.5,6.0,6.0,0.0,0
548368,1,3,8,0,6,159,13,0,12,2,108,6.5,146,17,8.588235294117647,7.0,13.0,0.0,0
548368,1,4,11,0,6,159,21,0,18,3,102,7.0,138,16,8.625,8.0,21.0,0.0,0
548368,1,5,7,0,6,159,32,0,24,4,96,8.0,127,15,8.466666666666667,11.0,26.0,0.0,0
548368,1,6,11,0,6,159,39,0,30,5,90,7.8,120,14,8.571428571428571,7.0,26.0,0.0,0
548368,1,7,7,0,6,159,50,0,36,6,84,8.333333333333334,109,13,8.384615384615385,11.0,29.0,0.0,0
548368,1,8,15,0,6,159,57,0,42,7,78,8.142857142857142,102,12,8.5,7.0,25.0,0.0,1
548368,1,9,6,0,6,159,72,0,48,8,72,9.0,87,11,7.909090909090909,15.0,33.0,0.0,0
548368,1,10,8,0,6,159,78,0,54,9,66,8.666666666666666,81,10,8.1,6.0,28.0,0.0,0
548368,1,11,10,0,6,159,86,0,60,10,60,8.6,73,9,8.11111111111111,8.0,29.0,0.0,0
548368,1,12,4,1,6,159,96,0,66,11,54,8.727272727272727,63,8,7.875,10.0,24.0,0.0,1
548368,1,13,2,1,6,159,100,1,72,12,48,8.333333333333334,59,7,8.428571428571429,4.0,22.0,1.0,1
548368,1,14,3,0,6,159,102,2,78,13,42,7.846153846153846,57,6,9.5,2.0,16.0,2.0,0
548368,1,15,7,1,6,159,105,2,84,14,36,7.5,54,5,10.8,3.0,9.0,2.0,1
548368,1,16,10,0,6,159,112,3,90,15,30,7.466666666666667,47,4,11.75,7.0,12.0,2.0,0
548368,1,17,5,1,6,159,122,3,96,16,24,7.625,37,3,12.333333333333334,10.0,20.0,1.0,1
548368,1,18,11,1,6,159,127,4,102,17,18,7.470588235294118,32,2,16.0,5.0,22.0,2.0,1
548368,1,19,11,0,6,159,138,5,108,18,12,7.666666666666667,21,1,21.0,11.0,26.0,2.0,0
548368,1,20,9,1,6,159,149,5,114,19,6,7.842105263157895,10,0,0.0,11.0,27.0,2.0,1
548368,2,1,5,0,6,159,0,0,0,0,120,0.0,159,19,8.368421052631579,0.0,0.0,0.0,0
548368,2,2,11,0,6,159,5,0,6,1,114,5.0,154,18,8.555555555555555,5.0,5.0,0.0,0
548368,2,3,14,0,6,159,16,0,12,2,108,8.0,143,17,8.411764705882353,11.0,16.0,0.0,1
